"REF_DATE","GEO","DGUID","Industry","Employment size","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","907556","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","905002","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","902297","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","872984","E","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","814139","E","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","790145","E","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","798222","","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","821818","","","","0"
"2020-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","837849","","","","0"
"2020-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","854273","","","","0"
"2020-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","864520","","","","0"
"2020-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","866230","E","","","0"
"2020-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","879104","","","","0"
"2021-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","883684","","","","0"
"2021-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","886896","","","","0"
"2021-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","892405","","","","0"
"2021-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","890665","","","","0"
"2021-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","891040","","","","0"
"2021-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","891906","","","","0"
"2021-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","902412","E","","","0"
"2021-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","904684","","","","0"
"2021-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","906737","","","","0"
"2021-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","910866","","","","0"
"2021-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","913538","","","","0"
"2021-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","914273","","","","0"
"2022-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","919276","","","","0"
"2022-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","919306","","","","0"
"2022-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","921540","","","","0"
"2022-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","923917","","","","0"
"2022-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","924668","","","","0"
"2022-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","926145","","","","0"
"2022-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","928435","","","","0"
"2022-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","928968","","","","0"
"2022-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","929916","","","","0"
"2022-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","929610","","","","0"
"2022-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","929120","","","","0"
"2022-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","930602","","","","0"
"2023-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","935538","","","","0"
"2023-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","934488","","","","0"
"2023-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","928666","","","","0"
"2023-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","927412","","","","0"
"2023-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","932401","","","","0"
"2023-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","934801","","","","0"
"2023-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","934464","","","","0"
"2023-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","935825","","","","0"
"2023-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","934798","","","","0"
"2023-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","935374","","","","0"
"2023-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","936914","","","","0"
"2023-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","936323","","","","0"
"2024-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","939038","","","","0"
"2024-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","939026","","","","0"
"2024-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938544","","","","0"
"2024-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938155","","","","0"
"2024-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938925","","","","0"
"2024-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","936737","","","","0"
"2024-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937964","","","","0"
"2024-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937231","","","","0"
"2024-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938346","","","","0"
"2024-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937681","","","","0"
"2024-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937117","","","","0"
"2024-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938550","","","","0"
"2025-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937742","","","","0"
"2025-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937592","","","","0"
"2025-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","936896","","","","0"
"2025-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937538","","","","0"
"2025-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","937624","","","","0"
"2025-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938380","","","","0"
"2025-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696323","1.1.1.1","938537","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","37513","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40592","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41337","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","32504","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","45644","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39266","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","33778","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40912","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","45543","","","","0"
"2015-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","37548","","","","0"
"2016-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42234","","","","0"
"2016-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39166","","","","0"
"2016-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39820","","","","0"
"2016-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42151","","","","0"
"2016-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40054","","","","0"
"2016-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","33858","","","","0"
"2016-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","48106","","","","0"
"2016-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40465","","","","0"
"2016-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","37821","","","","0"
"2016-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41707","","","","0"
"2016-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","49270","","","","0"
"2016-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41960","","","","0"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39451","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40726","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40807","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41322","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41904","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40469","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","38965","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42907","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","44556","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","38937","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39459","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41000","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39962","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41350","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","43133","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40152","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","39916","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","44346","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","40741","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42746","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","44212","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42991","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","59357","E","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41841","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42315","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42189","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42887","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41578","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","44007","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","44185","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","43882","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","41240","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Total, all employment sizes","Opening businesses","Number","223","units","0","v1573697891","1.1.1.2","42037","","","","0"
